,ML_Algorithm,subject,trainVersion,vtr,testVersion,vts,Accuracy,Precision,Recall,FMeasure,AUC,abs(ps-as)
0,RandomForest,apns,allProj,v,cp,v,0.7203619909502262,0.7013996889580093,0.7203619909502262,0.7185243794560353,0.7182360925328506,0.0678733031674209
1,RandomForest,apns,allProj,v,cp,v,0.7203619909502262,0.7013996889580093,0.7203619909502262,0.7185243794560353,0.7182360925328506,0.0678733031674209
2,RandomForest,assj,allProj,v,cp,v,0.7806101556101556,0.8695493744686019,0.7806101556101556,0.7804651095240382,0.586337592888395,0.0005118755118755924
3,RandomForest,assj,allProj,v,cp,v,0.7806101556101556,0.8695493744686019,0.7806101556101556,0.7804651095240382,0.586337592888395,0.0005118755118755924
4,RandomForest,joda,allProj,v,cp,v,0.7713027634375949,0.8084082750453351,0.7713027634375949,0.7555571378844219,0.6549212289571487,0.08572730033404197
5,RandomForest,joda,allProj,v,cp,v,0.7713027634375949,0.8084082750453351,0.7713027634375949,0.7555571378844219,0.6549212289571487,0.08572730033404197
6,RandomForest,lafj,allProj,v,cp,v,0.7434963052940581,0.7389578163771712,0.7434963052940581,0.7179413918981232,0.6651588264444419,0.16945034922563007
7,RandomForest,lafj,allProj,v,cp,v,0.7434963052940581,0.7389578163771712,0.7434963052940581,0.7179413918981232,0.6651588264444419,0.16945034922563007
8,RandomForest,lang,allProj,v,cp,v,0.793371054014779,0.856699042993858,0.793371054014779,0.7820632086136833,0.5967941597040268,0.04152366818167763
9,RandomForest,lang,allProj,v,cp,v,0.793371054014779,0.856699042993858,0.793371054014779,0.7820632086136833,0.5967941597040268,0.04152366818167763
10,RandomForest,msg,allProj,v,cp,v,0.692271552736669,0.7074309185959672,0.692271552736669,0.6884473831758414,0.6778924808254571,0.06037115339440924
11,RandomForest,msg,allProj,v,cp,v,0.692271552736669,0.7074309185959672,0.692271552736669,0.6884473831758414,0.6778924808254571,0.06037115339440924
12,RandomForest,uaa,allProj,v,cp,v,0.6367813074297716,0.5751412429378531,0.6367813074297716,0.6352944782465272,0.6462170076300511,0.13034917301128907
13,RandomForest,uaa,allProj,v,cp,v,0.6367813074297716,0.5751412429378531,0.6367813074297716,0.6352944782465272,0.6462170076300511,0.13034917301128907
14,RandomForest,vrapt,allProj,v,cp,v,0.6719371727748691,0.7638167938931297,0.6719371727748691,0.6725234643509049,0.6184185835910341,0.004083769633507872
15,RandomForest,vrapt,allProj,v,cp,v,0.6719371727748691,0.7638167938931297,0.6719371727748691,0.6725234643509049,0.6184185835910341,0.004083769633507872
16,RandomForest,wire,allProj,v,cp,v,0.7108631440761405,0.7319672131147541,0.7108631440761405,0.6871081255358032,0.6273689105917917,0.14013784049885136
17,RandomForest,wire,allProj,v,cp,v,0.7108631440761405,0.7319672131147541,0.7108631440761405,0.6871081255358032,0.6273689105917917,0.14013784049885136
