,ML_Algorithm,subject,trainVersion,vtr,testVersion,vts,Accuracy,Precision,Recall,FMeasure,AUC,abs(ps-as)
28,RandomForest,msg,83f,v0,648,v4,0.9224908424908425,0.8920163766632548,0.9224908424908425,0.922133004367497,0.9198252825212943,0.04615384615384621
29,RandomForest,msg,83f,v0,9f4,v5,0.9143555108492599,0.888781896966779,0.9143555108492599,0.9137502314060683,0.9087569903639469,0.047133208794367
30,RandomForest,msg,83f,v0,f15,v6,0.9177328380795158,0.8884366770409384,0.9177328380795158,0.9173380862108527,0.9148165769135593,0.04594854863117348
31,RandomForest,uaa,abe,v0,92b,v1,0.9411870181100951,0.8572210065645515,0.9411870181100951,0.9420932074766479,0.946401537080881,0.03478572709341937
32,RandomForest,uaa,abe,v0,9c2,v2,0.9341643258426966,0.8520775623268698,0.9341643258426966,0.9350218662663762,0.9342302326627964,0.027914325842696597
33,RandomForest,uaa,abe,v0,05f,v3,0.8815346988688475,0.7424158852730282,0.8815346988688475,0.8832718593838207,0.859122333004154,0.024304494038520308
34,RandomForest,vrapt,71f,v0,585,v1,0.9579700424770847,0.9509076558800316,0.9579700424770847,0.957440703727375,0.9402347847725774,0.027498323272971192
35,RandomForest,vrapt,71f,v0,6a4,v2,0.8957850856878184,0.9047782350251486,0.8957850856878184,0.8913657161231614,0.8212752232656971,0.050115794349235854
36,RandomForest,wire,3ca,v0,b98,v1,0.8731433159373746,0.8415233415233415,0.8731433159373746,0.8720774748555348,0.8529358223164147,0.023283821758329992
37,RandomForest,wire,3ca,v0,239,v2,0.8694103680253265,0.8406862745098039,0.8694103680253265,0.8680884725355095,0.8475231889380891,0.02770083102493076
38,RandomForest,wire,3ca,v0,653,v3,0.8597372488408037,0.8027057497181511,0.8597372488408037,0.8594960794979033,0.8437190626645603,0.00502318392581147
