,McCabe,LOC,operator,methodReturn,numTestsCover,mutantAssert,classAssert,Version_name,Version,subject
0,0.053800645484531825,0.14863179237062937,0.16117592634828623,0.05120307216031718,0.1381112916072193,0.09022135128824235,0.35685592074077366,bb6,v0,apns
1,0.061810113507573906,0.1549116308208617,0.14428004629772367,0.06500661718187781,0.15524711647979486,0.12201571134862604,0.29672876436354195,187,v1,apns
2,0.06380395448054053,0.15040158565528447,0.1391315864305911,0.06168002681188473,0.16932321545564927,0.12591022541826874,0.28974940574778124,0c1,v2,apns
3,0.06380395448054053,0.15040158565528447,0.1391315864305911,0.06168002681188473,0.16932321545564927,0.12591022541826874,0.28974940574778124,557,v3,apns
4,0.06128029956580076,0.13238899220122943,0.15460625246577162,0.048333524747589326,0.1427210338859547,0.1537802896267702,0.3068896075068839,153,v4,apns
5,0.08312645209348478,0.15622216389475355,0.13646443826394647,0.059592501731614046,0.1826720191043636,0.10028101738891745,0.28164140752292016,a6b,v0,assj
6,0.077512277435182,0.1409889509529249,0.08017713218290909,0.06281399949624408,0.10074757139942057,0.0963671633953733,0.4413929051379461,859,v1,assj
7,0.07816772935091243,0.14365701377650764,0.08290581305328944,0.058249464586780646,0.10304090713540937,0.10309422126776249,0.43088485082933803,dd0,v2,assj
8,0.06987874807480911,0.1180342593058335,0.08798549027703766,0.05589884695150259,0.10892175657003164,0.10982486932614646,0.4494560294946391,dd1,v3,assj
9,0.08058158328730243,0.14673591020389914,0.14803105795679736,0.059156067075113804,0.1692393663490554,0.10074650896962545,0.29550950615820637,302,v4,assj
10,0.10620870650009696,0.20617162407508766,0.12196590882347505,0.06148861837403138,0.12305005875032346,0.14949686503354018,0.23161821844344524,639,v0,joda
11,0.11140095617839957,0.22122604658199038,0.12105741933284639,0.06174606895590276,0.2147172481731342,0.0,0.2698522607777268,1ad,v1,joda
12,0.1006316872534596,0.19821900478228185,0.12373980887103478,0.059310926203266896,0.11759090330232366,0.1464992396085817,0.25400842997905154,f12,v2,joda
13,0.11748977346108416,0.17924966604099163,0.1524548286221148,0.0404153967486218,0.27260622539281354,0.21684489437010998,0.0209392153642641,7bd,v0,lafj
14,0.1178855435671715,0.16121708965783146,0.14386072343764883,0.03745686077963318,0.2786239049428877,0.24158706013077735,0.019368817484049936,92c,v1,lafj
15,0.1121623999797456,0.16972132033156703,0.1439374596345654,0.0374324573292908,0.403875481381377,0.10952183397934952,0.02334904736410466,be1,v2,lafj
16,0.10929385379224829,0.16870723668544188,0.15350435699458548,0.03770348320028828,0.3867512876972079,0.12175395871079905,0.022285822919429085,d7e,v3,lafj
17,0.10221917441607213,0.14216086976063153,0.16779525285258337,0.039780267925059,0.4232137223652129,0.08962470847048021,0.0352060042099608,be9,v4,lafj
18,0.09597589516442599,0.144707090887013,0.16240960000156843,0.044628197119061824,0.4283679816322082,0.09437774564732057,0.029533489548402108,e4e,v5,lafj
19,0.09255142143721938,0.17458732131396168,0.13546500646057358,0.0566359235558552,0.08348111425752446,0.12224838663107551,0.3350308263437902,294,v0,lang
20,0.09011387256818952,0.1743896564115647,0.13811400993729459,0.05416671657239306,0.08335392351401213,0.11760196598360034,0.3422598550129457,cff,v1,lang
21,0.09071825630443227,0.17693730665349994,0.13560795771127596,0.05485706808361011,0.08302407306688554,0.11865372689501327,0.34020161128528303,951,v2,lang
22,0.09230730130368762,0.1727991183902893,0.1356853819880971,0.057117220083787855,0.08329644975690945,0.12513674643570227,0.3336577820415264,959,v3,lang
23,0.08854311563576125,0.1727718132159174,0.13651845901949825,0.05649006980626162,0.08288727147959488,0.12409791958564514,0.3386913512573215,724,v4,lang
24,0.09192518418347842,0.16750794154087123,0.13486448779448507,0.055606463804976164,0.0854669887860311,0.12198480387125558,0.3426441300189024,e09,v5,lang
25,0.07797578431116203,0.15345305169364504,0.16397089501939338,0.051570075636986464,0.27598774699963313,0.24113912607466634,0.0359033202645136,83f,v0,msg
26,0.09015740203550125,0.16118414116908691,0.15967851585624768,0.055499847557900585,0.2461840538055254,0.2425255962471498,0.04477044332858828,356,v1,msg
27,0.08464637002987638,0.16233725243226665,0.15932268029158925,0.05379939281812832,0.24704482316771653,0.24523986753432897,0.04760961372609397,bae,v2,msg
28,0.1071817752182972,0.15712920119210308,0.10889227881154875,0.05022504360266237,0.24896141897026136,0.2398091648909342,0.08780111731419303,7d0,v3,msg
29,0.08744484216231327,0.1744008549335014,0.16539693114281911,0.06756069010997288,0.21328028821290493,0.21318290823831726,0.07873348520017125,648,v4,msg
30,0.08468604675766152,0.18120518354212717,0.16590840107761504,0.06127885409902414,0.22250948342416232,0.20063640522354514,0.08377562587586466,9f4,v5,msg
31,0.15389882506261898,0.32471083255582567,0.13388248237493383,0.06316531208398092,0.1945739527447749,0.1297685951778657,0.0,abe,v0,uaa
32,0.1798811660473607,0.3338673127123438,0.1272235647995834,0.05312410573185725,0.17777839108409124,0.1281254596247636,0.0,92b,v1,uaa
33,0.1794244606483432,0.3356907002701055,0.13265502156479922,0.052854387555541685,0.17135101381317813,0.1280244161480323,0.0,9c2,v2,uaa
34,0.08687222570111992,0.22652633773401756,0.1529995650034014,0.07180313244194449,0.16789050676378198,0.11648319264061584,0.17742503971511894,71f,v0,vrapt
35,0.08788373063682083,0.22897188135585775,0.14810669422011477,0.07537882963191976,0.15874569903262942,0.11940855613425584,0.18150460898840173,585,v1,vrapt
36,0.1725300565746548,0.264735084766321,0.12638268055058938,0.08875138484132784,0.14186252588753337,0.1452732197276859,0.06046504765188777,3ca,v0,wire
37,0.15244151490211402,0.24650522975589412,0.13488627760369373,0.08307637404675276,0.1660763795255765,0.19613824530088192,0.02087597886508676,b98,v1,wire
38,0.15465347655130224,0.23324592265408614,0.13554657706050008,0.09586071700920716,0.1651489288584865,0.19265993677655324,0.022884441089864496,239,v2,wire
